,names,nvss_id_simbad,nvss_id_morx,first_id_simbad,first_id_morx,L_nvss,L_nvss_err,L_4xmm_soft,L_4xmm_soft_err,L_4xmm_hard,L_4xmm_hard_err,nu_radio_sed,nu_fnu_radio_sed,nu_fnu_err_radio_sed
100,NGC5363,NVSS J135607+051517,NVSS J135607.2+051517,FIRST J135607.1+051517,FIRSTJ135607.1+051517,5.506886745943085e+37,1.9581567936070048e+36,2.248307610573868e+39,7.37000950094011e+37,3.5380557234818806e+39,2.802400184465889e+38,"[4.65930e-15 6.40200e-15 5.14100e-15 6.20800e-15 6.40200e-15 5.14100e-15
 6.20800e-15 6.40200e-15 5.14100e-15 6.20800e-15 3.14160e-15 2.25680e-15
 1.43445e-15] erg / (s cm2)","[4.65930e-15 6.40200e-15 5.14100e-15 6.20800e-15 6.40200e-15 5.14100e-15
 6.20800e-15 6.40200e-15 5.14100e-15 6.20800e-15 3.14160e-15 2.25680e-15
 1.43445e-15] erg / (s cm2)","[5.010e-16 9.215e-16 5.820e-16 9.312e-16 9.215e-16 5.820e-16 9.312e-16
 9.215e-16 5.820e-16 9.312e-16 1.428e-16 7.980e-17 1.752e-16] erg / (s cm2)"
101,NGC5448,,,,,,,,,,,[2.492000e-16 2.660000e-16 1.657500e-16 5.719029e-17] erg / (s cm2),[2.492000e-16 2.660000e-16 1.657500e-16 5.719029e-17] erg / (s cm2),[1.4000000e-17 2.1000000e-17 1.6250000e-17 1.1522235e-17] erg / (s cm2)
102,NGC5656,,NVSS J143025.3+351916,,,,,,,,,"[2.92330e-16 2.14200e-16 1.70940e-17 3.03800e-16 3.08000e-16 2.99184e-16
 1.56000e-16 1.08171e-16 7.90650e-17 1.63540e-16] erg / (s cm2)","[2.92330e-16 2.14200e-16 1.70940e-17 3.03800e-16 3.08000e-16 2.99184e-16
 1.56000e-16 1.08171e-16 7.90650e-17 1.63540e-16] erg / (s cm2)","[1.2710e-17 7.1400e-17 1.0500e-18 1.4000e-17 1.9600e-17 1.2006e-17
 1.3000e-17 1.1934e-17 3.4500e-19 5.3280e-17] erg / (s cm2)"
103,NGC5678,NVSS J143205+575511,,FIRST J143205.8+575510,,1.462353666320441e+38,5.1988873638200855e+36,,,,,"[2.3800000e-16 1.6490000e-15 3.2980000e-15 1.6490000e-15 3.2980000e-15
 1.5968500e-15 1.5610000e-15 1.5596000e-15 9.0350000e-16 9.2110000e-16
 8.1540000e-16 9.2110000e-16 8.1540000e-16 8.1381426e-16] erg / (s cm2)","[2.3800000e-16 1.6490000e-15 3.2980000e-15 1.6490000e-15 3.2980000e-15
 1.5968500e-15 1.5610000e-15 1.5596000e-15 9.0350000e-16 9.2110000e-16
 8.1540000e-16 9.2110000e-16 8.1540000e-16 8.1381426e-16] erg / (s cm2)","[3.40000000e-17 2.91000000e-16 4.94700000e-16 2.91000000e-16
 4.94700000e-16 7.32500000e-17 5.60000000e-17 5.04000000e-17
 2.92500000e-17 1.35900000e-16 6.04000000e-17 1.35900000e-16
 6.04000000e-17 1.62785655e-16] erg / (s cm2)"
104,NGC5813,NVSS J150110+014206,NVSS J150110.9+014206,,FIRSTJ150111.2+014208,2.33564908086941e+37,1.5781412708577095e+36,8.654428659176131e+39,1.1953071528973062e+39,2.099005670060531e+39,1.9001497969010734e+39,[1.666e-16 2.212e-16 2.100e-16 2.100e-16] erg / (s cm2),[1.666e-16 2.212e-16 2.100e-16 2.100e-16] erg / (s cm2),[9.52e-17 1.54e-17 1.40e-17 1.40e-17] erg / (s cm2)
105,NGC5838,NVSS J150525+020600,NVSS J150525.9+020600,FIRST J150526.2+020557,FIRSTJ150526.2+020557,1.7872305944082517e+36,2.7495855708308664e+35,,,,,[4.998e-16 3.640e-17 3.640e-17 4.200e-17] erg / (s cm2),[4.998e-16 3.640e-17 3.640e-17 4.200e-17] erg / (s cm2),[7.14e-17 5.60e-18 5.60e-18 7.00e-18] erg / (s cm2)
106,NGC5846,NVSS J150629+013619,NVSS J150629.3+013618,,FIRSTJ150629.2+013620,2.2801992901064394e+37,1.4115518897190458e+36,1.1835358903737674e+41,3.198049024117227e+38,1.4853629232087954e+40,3.6477614378305774e+38,[8.61525e-15 4.76000e-16 2.94000e-16 3.09400e-16 2.94000e-16] erg / (s cm2),[8.61525e-15 4.76000e-16 2.94000e-16 3.09400e-16 2.94000e-16] erg / (s cm2),[4.116175e-15 9.520000e-17 1.400000e-17 1.960000e-17 1.400000e-17] erg / (s cm2)
107,NGC5866,,NVSS J150629.3+554546,,FIRSTJ150629.4+554547,,,,,,,"[6.003100e-13 1.395000e-15 1.275000e-15 1.380000e-15 1.335000e-15
 1.395000e-15 1.275000e-15 1.380000e-15 1.335000e-15 1.395000e-15
 1.275000e-15 1.380000e-15 1.335000e-15 1.395000e-15 1.275000e-15
 1.380000e-15 1.335000e-15 1.395000e-15 1.275000e-15 1.380000e-15
 1.335000e-15 9.660000e-16 9.828000e-16 9.408000e-16 9.576000e-16
 9.660000e-16 9.828000e-16 9.408000e-16 9.576000e-16 9.660000e-16
 9.828000e-16 9.408000e-16 9.576000e-16 5.964000e-16 9.660000e-16
 9.828000e-16 9.408000e-16 9.576000e-16 6.350000e-16 6.200000e-16
 6.500000e-16 6.350000e-16 6.200000e-16 3.164000e-16 3.080000e-16
 1.979600e-16 3.262000e-16 3.080000e-16 1.979600e-16 3.080000e-16
 1.979600e-16 8.775000e-17 7.828095e-17] erg / (s cm2)","[6.003100e-13 1.395000e-15 1.275000e-15 1.380000e-15 1.335000e-15
 1.395000e-15 1.275000e-15 1.380000e-15 1.335000e-15 1.395000e-15
 1.275000e-15 1.380000e-15 1.335000e-15 1.395000e-15 1.275000e-15
 1.380000e-15 1.335000e-15 1.395000e-15 1.275000e-15 1.380000e-15
 1.335000e-15 9.660000e-16 9.828000e-16 9.408000e-16 9.576000e-16
 9.660000e-16 9.828000e-16 9.408000e-16 9.576000e-16 9.660000e-16
 9.828000e-16 9.408000e-16 9.576000e-16 5.964000e-16 9.660000e-16
 9.828000e-16 9.408000e-16 9.576000e-16 6.350000e-16 6.200000e-16
 6.500000e-16 6.350000e-16 6.200000e-16 3.164000e-16 3.080000e-16
 1.979600e-16 3.262000e-16 3.080000e-16 1.979600e-16 3.080000e-16
 1.979600e-16 8.775000e-17 7.828095e-17] erg / (s cm2)","[1.07570e-13 2.55000e-17 2.55000e-17 2.55000e-17 2.55000e-17 2.55000e-17
 2.55000e-17 2.55000e-17 2.55000e-17 2.55000e-17 2.55000e-17 2.55000e-17
 2.55000e-17 2.55000e-17 2.55000e-17 2.55000e-17 2.55000e-17 2.55000e-17
 2.55000e-17 2.55000e-17 2.55000e-17 5.04000e-18 5.04000e-18 5.04000e-18
 5.04000e-18 5.04000e-18 5.04000e-18 5.04000e-18 5.04000e-18 5.04000e-18
 5.04000e-18 5.04000e-18 5.04000e-18 3.36000e-17 5.04000e-18 5.04000e-18
 5.04000e-18 5.04000e-18 5.00000e-18 5.00000e-18 3.00000e-16 5.00000e-18
 5.00000e-18 1.54000e-17 1.40000e-17 6.02000e-18 1.26000e-17 1.40000e-17
 6.02000e-18 1.40000e-17 6.02000e-18 9.75000e-18 1.58628e-17] erg / (s cm2)"
108,NGC5879,,,,,,,4.189568457032343e+38,3.3969275650887254e+37,1.421812617399613e+39,2.213632947539976e+38,[8.150e-15 2.954e-16 1.725e-16] erg / (s cm2),[8.150e-15 2.954e-16 1.725e-16] erg / (s cm2),[1.60e-15 2.52e-17 1.15e-16] erg / (s cm2)
109,NGC5921,,,,FIRSTJ152156.4+050413,,,,,,,[4.0460e-16 4.5415e-16 3.3880e-16] erg / (s cm2),[4.0460e-16 4.5415e-16 3.3880e-16] erg / (s cm2),[7.14e-17 2.93e-17 4.76e-17] erg / (s cm2)
110,NGC6500,,NVSS J175559.7+182018,,,,,,,,,"[7.4149694e-14 4.6235175e-14 8.8000000e-15 8.5360000e-15 8.3905000e-15
 8.5360000e-15 8.3905000e-15 4.7838000e-15 2.5606000e-15 1.2118000e-15] erg / (s cm2)","[7.4149694e-14 4.6235175e-14 8.8000000e-15 8.5360000e-15 8.3905000e-15
 8.5360000e-15 8.3905000e-15 4.7838000e-15 2.5606000e-15 1.2118000e-15] erg / (s cm2)","[1.4519807e-14 7.7537250e-15 1.0500000e-15 1.1640000e-15 1.2585750e-15
 1.1640000e-15 1.2585750e-15 2.3800000e-16 9.1000000e-17 7.3000000e-17] erg / (s cm2)"
111,NGC6503,,,,,,,,,,,[4.256e-16 4.256e-16 4.256e-16] erg / (s cm2),[4.256e-16 4.256e-16 4.256e-16] erg / (s cm2),[9.8e-18 9.8e-18 9.8e-18] erg / (s cm2)
112,NGC6951,NVSS J203713+660619,NVSS J203713.9+660619,,,5.089819698241985e+37,2.017990224369292e+36,3.213879469143309e+39,2.111732605230761e+38,4.1468630658731136e+39,9.435227898243114e+38,"[1.8000e-15 1.4065e-15 1.5520e-15 2.4650e-16 1.4065e-15 1.5520e-15
 1.1720e-15 8.4700e-16 9.8560e-16 5.2325e-16] erg / (s cm2)","[1.8000e-15 1.4065e-15 1.5520e-15 2.4650e-16 1.4065e-15 1.5520e-15
 1.1720e-15 8.4700e-16 9.8560e-16 5.2325e-16] erg / (s cm2)","[4.00000e-16 2.10975e-16 2.42500e-16 3.40000e-17 2.10975e-16 2.42500e-16
 7.32500e-17 3.08000e-17 4.06000e-17 4.22500e-17] erg / (s cm2)"
113,NGC7217,,,,,,,,,,,[2.495e-16 5.988e-17 3.570e-16 4.316e-17 8.150e-18] erg / (s cm2),[2.495e-16 5.988e-17 3.570e-16 4.316e-17 8.150e-18] erg / (s cm2),[2.495e-17 9.980e-18 7.140e-17 4.980e-18 1.630e-18] erg / (s cm2)
114,NGC7331,,,,,,,6.847080882188365e+39,1.5568977440983508e+38,7.237471471137047e+39,5.374107921553683e+38,"[4.70000e-15 4.65600e-15 3.88000e-15 4.65600e-15 3.88000e-15 4.45060e-15
 4.76480e-15 3.14975e-15 8.05350e-15 3.06346e-15 8.28800e-16 2.58750e-15] erg / (s cm2)","[4.70000e-15 4.65600e-15 3.88000e-15 4.65600e-15 3.88000e-15 4.45060e-15
 4.76480e-15 3.14975e-15 8.05350e-15 3.06346e-15 8.28800e-16 2.58750e-15] erg / (s cm2)","[6.5000e-16 6.3050e-16 5.8200e-16 6.3050e-16 5.8200e-16 2.3800e-16
 1.4890e-16 2.1975e-16 1.3650e-16 6.5180e-17 1.3320e-16 7.4750e-16] erg / (s cm2)"
115,NGC7479,NVSS J230456+121920,,,,1.6612231768961924e+38,6.208611953261824e+36,,,,,"[2.9160e-16 1.9885e-15 1.8915e-15 1.9885e-15 1.8915e-15 1.3804e-15
 7.1500e-17 1.4196e-15] erg / (s cm2)","[2.9160e-16 1.9885e-15 1.8915e-15 1.9885e-15 1.8915e-15 1.3804e-15
 7.1500e-17 1.4196e-15] erg / (s cm2)","[4.86000e-17 3.88000e-16 2.83725e-16 3.88000e-16 2.83725e-16 9.52000e-17
 1.43000e-17 5.46000e-17] erg / (s cm2)"
116,NGC7626,NVSS J232042+081256,,,FIRSTJ232042.5+081300,1.146914719087185e+39,3.590868497616091e+37,8.201107735085818e+40,1.281064417174876e+39,5.43556735954263e+40,5.961614814884652e+39,"[1.28400e-14 6.98400e-15 7.37200e-15 1.18825e-14 6.98400e-15 7.37200e-15
 1.18825e-14 6.98400e-15 7.37200e-15 1.18825e-14 3.92700e-15 1.03600e-14
 1.03600e-14 1.17880e-14 9.99000e-16] erg / (s cm2)","[1.28400e-14 6.98400e-15 7.37200e-15 1.18825e-14 6.98400e-15 7.37200e-15
 1.18825e-14 6.98400e-15 7.37200e-15 1.18825e-14 3.92700e-15 1.03600e-14
 1.03600e-14 1.17880e-14 9.99000e-16] erg / (s cm2)","[2.1400e-15 1.0185e-15 1.1058e-15 8.2450e-16 1.0185e-15 1.1058e-15
 8.2450e-16 1.0185e-15 1.1058e-15 8.2450e-16 2.1420e-16 7.0000e-16
 7.0000e-16 2.1000e-16 1.3320e-16] erg / (s cm2)"
117,NGC7743,,,,FIRSTJ234421.1+095603,,,3.853493071964336e+39,2.9308795920798476e+38,7.86802602756737e+38,6.10254333147924e+38,[-4.760e-17  1.008e-16  1.008e-16  1.050e-16] erg / (s cm2),[-4.760e-17  1.008e-16  1.008e-16  1.050e-16] erg / (s cm2),[9.52e-17 7.00e-18 7.00e-18 7.00e-18] erg / (s cm2)
